13857342,2,
930620467,2,
13857342,2,
9609622,2,
37413076,1,
556661091,2,
13857342,2,
71952630,2,
2756873076,1,
13857342,2,
930620467,1,
13857342,2,
13857342,2,
930620467,2,
275445020,2,
39029948,2,
13857342,2,2877945530&1084217197&395452389
240489651,1,
13857342,2,
930620467,2,
13857342,2,
13857342,2,
14770241,2,
13857342,2,
13857342,2,
573614242,1,
2756873076,2,
13857342,2,1084217197&92144966
930620467,2,
13857342,2,
709105290,2,
13857342,2,
13857342,2,212327199
13857342,2,
2313204931,2,
13857342,2,
2756873076,1,
13857342,2,232187807&2984778913&314803400&1084217197&23046474&42067255&1166831280
13857342,2,
13857342,2,14630723&211851247&266557632&25599299&628773508&187257177&14966163&54111858&2302542510&290638522&190038605&958479768&469749207&2338851193&68878049&189220827&1648190886&2827647946
1333946204,2,
27632906,2,
2756873076,2,
2756873076,1,
930620467,1,
13857342,2,496427405&386956234&238507524&11918452&6684492&258535322&2898210073&547537624&19590930&14336940&23601028&557490992&928189836&19470633&22096537&9172832
36543033,2,
108241254,2,
2756873076,1,
13857342,2,
930620467,2,302466905&192511759
13857342,2,
68689221,2,
930620467,2,65696030
2756873076,1,
13857342,2,
13857342,2,
2273632160,2,
752458694,2,
13857342,2,
98896743,1,
1946156508,2,
144840737,2,2537272297
74418780,1,
930620467,2,
930620467,2,621218892
13857342,2,
180755998,2,
930620467,2,
2756873076,1,
13857342,2,
59436993,2,
13857342,2,2917048464&1084217197&1475168784&17688815&19792776&298144639&15142804&169846687&1129247120&613747307&161349582&424668314&510782248&277589392&14577628&19576148
769193119,2,
13857342,2,
930620467,2,
930620467,1,
13857342,2,
342069311,2,
13857342,2,
13857342,2,
930620467,1,
34472348,2,
13857342,2,
13857342,2,
13857342,2,
2756873076,1,
232728981,2,
2756873076,1,
13857342,2,2898210073&1084217197&43472731&233252431
930620467,2,
162266849,2,
2756873076,1,
2756873076,1,
930620467,1,
2756873076,1,
13857342,2,
2996880769,1,
930620467,1,
769193119,1,
930620467,2,
13857342,2,510782248
930620467,1,
930620467,1,
13857342,2,
930620467,2,
930620467,1,
38486565,2,
13857342,2,42067255&23301743&916842686
3063966541,2,
13857342,2,2898210073
930620467,2,
13857342,2,1526678851&199604370&1368701184&1084217197&2835907316&17097703&2813464458&36884166&2937792481&26928081&33161818&175378976
13857342,2,16554704&22232322&1084217197&36884166&633538764&38868552&229841284&9526722&756161&15383021
13857342,2,
162266849,2,
29424561,2,
13857342,2,
13857342,2,
930620467,2,
13857342,2,
13857342,2,1084217197&11302402&16612271&14824763&514988326&625093&2813464458&1571031559&2159261583&277589392
13857342,2,
2756873076,1,
35588686,2,43675137
930620467,1,73178277&12388532
13857342,2,
29406736,2,
100658892,2,
38650214,2,
13857342,2,
2756873076,1,
2829213614,1,
38290921,2,
13857342,2,
14473703,2,21636104
264598651,2,
33803412,1,
13857342,2,
247696871,2,
930620467,1,
13857342,2,
13857342,2,1084217197&27143702&2898072321&2226281376&628773508&911611152&229841284&2777408978&1369528592&161349582&2949967689&2661682980
13857342,2,
15641984,2,
340376505,2,
930620467,2,
33134609,2,
930620467,1,
13857342,2,
13857342,2,971426569&873780536&1866263196&246687553&2529538538&9181042&1526678851&390576967&146248951&14303901&3020794523&2957688300&1355874620&261665936&51120539&851543564
51008247,2,
22729966,2,
3006153780,2,
13857342,2,
13857342,2,36884166&3003957015&15142804&2790763692&553988333&1526678851&552429629&142751183&247554276&190038605&60362008&19792776&15675168&1084217197&15383021
1580228064,1,
22223971,2,
13857342,2,129764541&9478302&154545301&903239792&1084217197&93638430&17331589&519830368
2756873076,1,
13857342,2,
930620467,1,
13857342,2,
13857342,2,
13857342,2,
13857342,2,
13857342,2,
13857342,2,
365105604,1,169050594
13857342,2,
13857342,2,
2756873076,1,
13857342,2,
13857342,2,
43830965,2,
13857342,2,
13857342,2,
169833243,1,
116545134,1,
930620467,2,
2756873076,1,
13857342,2,14577628
13857342,2,
930620467,1,
13857342,2,
930620467,1,
446631012,2,
458805681,2,
13857342,2,
13857342,2,
752800226,1,
1017123967,2,
930620467,2,
13857342,2,
13857342,2,1084217197&1526678851
13857342,2,2661682980&2898210073
930620467,1,
930620467,2,
930620467,2,2715469500&179173599
265826888,2,
13857342,2,2758977712&15462317&25387057&1084217197&395452389&16442013&2942276749&229556037&36884166&41010662&19470633&519830368&1368701184&628773508&479922775&92061463&326048983&32289396&25549372
2756873076,1,
13857342,2,
15374531,2,2650794800
116358110,1,
23901130,1,545159350
2756873076,1,
930620467,2,1539489752
2105021,2,
14770241,2,
2756873076,1,2826525018&17272445&2803790312&2894555758
930620467,1,
13857342,2,
2601524623,0,
13857342,2,1084217197&198554681
930620467,0,
13857342,2,2226281376
930620467,2,1648634071&2327729960
769193119,2,
138678027,2,
33134609,2,261162002
13857342,2,2661549884
13857342,2,
13857342,2,
2756873076,1,
13857342,2,
13857342,2,29914231&628773508&2188699646&23046474&1084217197&932703601&395452389&92144966&2226281376&229841284&13523322&15462317&25599299&60421832
21848593,2,
1955720384,1,
64980891,2,
2522242938,2,
13857342,2,
13857342,2,311414095&229841284
58749535,2,
13857342,2,
930620467,2,
1405309777,2,
930620467,2,
930620467,2,
13857342,2,2898210073&299277303
13857342,2,
2756873076,1,
930620467,1,
351399926,2,
2584746324,2,
13857342,2,107970530&17614463&199604370&2877945530&510782248&35839123&19609573&589650207&553988333&1874836183&132579538&395452389&106614991&6077902&175378976&13523322&2661682980&29488514
13857342,2,
2105021,2,
13857342,2,
930620467,2,346202654
13857342,2,
930620467,1,
13857342,2,
2756873076,1,
2756873076,1,
145596343,2,
1595254298,2,
2756873076,1,
930620467,2,
930620467,1,
2756873076,1,
930620467,1,
236880390,2,
13857342,2,
13857342,2,
20569411,2,
2756873076,2,2825755019
2587278392,2,
238768817,2,2359256119
297245835,1,
13857342,2,
930620467,2,
13857342,2,
930620467,2,525503630
13857342,2,
263440464,2,
930620467,1,
590023803,2,
2756873076,1,
46076472,1,
2756873076,1,
13857342,2,
1037062796,1,
13857342,2,
13857342,2,
359236505,2,482583016&545159350&2650794800
930620467,1,
13857342,2,
930620467,1,
43830965,2,
13857342,2,2661682980&212327199
2756873076,1,
13857342,2,
13857342,2,
13857342,2,17586693&290345538
13857342,2,
13857342,2,
13857342,2,20136687&66351565
2294201833,2,
930620467,1,
2726130763,2,
108012664,2,
13857342,2,
22840845,2,
930620467,1,252767626
930620467,2,
2756873076,1,
2756873076,1,
321275798,2,
13857342,2,29914231&628773508&1084217197&395452389&92144966&2226281376&229841284&13523322&15462317&25599299
21738556,2,
13857342,2,
135132634,2,
36608957,1,
169833243,2,
13857342,2,
930620467,1,349942998
13857342,2,1084217197&2898210073&290345538&124786455&173898284&1100019506&30632899&2520813283&277589392
13857342,2,
13857342,2,
3236121,2,
13857342,2,
930620467,1,
13857342,2,
30544168,2,
342065781,2,
23568714,2,
930620467,1,
930620467,1,
37413076,2,1955720384&482583016
13857342,2,300116808&47239879
13857342,2,
2756873076,1,
169833243,2,
247696871,2,
1690890258,2,
2756873076,1,
22353675,2,
973811635,1,
13857342,2,
13857342,2,154545301&2835907316&817859365
13857342,2,22232322&178308411&1084217197&14633031&36884166&633538764&38868552&2324591856&81036364&229841284&24120959&89594166&277589392&15383021
930620467,1,
930620467,1,
2570427830,2,
2756873076,1,
12201452,2,
930620467,1,
13857342,2,
13857342,2,
13857342,2,
930620467,2,
930620467,1,
13857342,2,1874836183&213169226&92144966&229841284
13857342,2,
930620467,2,
13857342,2,
2385999008,2,
930620467,1,
13857342,2,
38650214,2,
33527714,2,
15902589,2,
13857342,2,15683103
13857342,2,18561591&124786455&1272409548&237961072&1084217197&3015371&14303901&558020804&2496974887
13857342,2,
13857342,2,
930620467,1,
2756873076,2,
930620467,1,
2360323201,2,
13857342,2,
13857342,2,
2756873076,1,2822712590
13857342,2,124786455
2756873076,1,
193700451,2,
42357934,1,
13857342,2,
13857342,2,
2756873076,1,
1405309777,1,
930620467,2,
2756873076,1,
13857342,2,
930620467,2,21927047&130950358
13857342,2,
13857342,2,
1955720384,2,29406736
13857342,2,
930620467,2,
13857342,2,589650207&553988333&2661682980&15802031&92835654
13857342,2,
13857342,2,
930620467,2,
2756873076,1,
13857342,2,366010472&92105655&242438178&284446453&178993327&8298342&317126349&3819731&1972539134&553988333&14333167&329267988&16978119&150123552&2520813283&1100019506&118983890&31204696
13857342,2,31642658&1368701184&1084217197&92144966&36884166&20066020&15462317&395452389&18716201&350508350&510782248&2226281376&300116808&76181029&449333248&15091264&150123552&25599299&371334100&8220582
930620467,1,25780034&729120625
930620467,1,
13857342,2,21465838&2814987070&229841284
13857342,2,92144966&141360946&228875323&8836192&1272409548&2898210073&198554681&16674534&15210554&14333167&7384342&110200807&1084217197&14303901&2936399930&844813154
579762973,2,
930620467,1,
13857342,2,350508350
2756873076,1,
13857342,2,
22116112,2,
13857342,2,1084217197&2898210073
3041100698,2,
18133726,2,
261162002,2,
13857342,2,
2756873076,1,1524887035
546641586,2,
1616603472,2,
208955370,1,
2210127277,1,
719655337,1,
482583016,2,
13857342,2,
930620467,2,148398190&784654188
930620467,2,
13857342,2,
2587278392,2,
138294089,1,
66562646,2,
13857342,2,
13857342,2,
930620467,1,
930620467,2,
15641984,2,
2756873076,1,
13857342,2,
13857342,2,21496683&404493171&2661682980&98736852
13857342,2,
13857342,2,229841284
13857342,2,
346491432,2,
526411749,2,
13857342,2,
